Star,Age,Birthplace,Height,Weight,Gender,Ethnicity,Cost
paris sweet,None,None,None,None,None,None,1225619.6
Park Wiley,None,None,None,None,None,None,176859.4
Pascal White,None,Belgium,None,None,None,None,16842006.8
Pason,43,United States of America,155,42,None,None,1362750.4
pat myne,57,United States of America,None,None,None,None,1591120.0
patricia,None,None,None,None,None,None,245487.0
Patricia Bismark,None,None,None,None,None,None,460208.0
Patricia Kimberly,36,Brazil,170,52,None,None,734383.8
patricia petite,39,Canada,152,42,None,None,534879.0
Patrick Kennedy,None,None,None,None,None,None,200877.4
Patty Michova,31,Slovakia,165,50,None,None,2745172.2
Paul Canon,None,None,178,84,Male,White,56.8
Paul Chaplin,None,England,None,None,None,None,1472656.0
Paula Shy,None,None,168,49,Female,White,196.8
Paulina James,37,United States of America,165,48,None,None,1841223.6
Payton Hall,None,None,157,52,Female,White,55.0
Payton Leigh,56,United States of America,163,47,None,None,2887536.0
Payton Preslee,28,United States of America,157,59,None,None,38700141.2
Payton Simmons,32,United States of America,168,55,None,None,3283431.4
Peaches,39,Hungary,178,57,None,None,1492735.4
Pearl Sage,None,None,170,59,Female,White,14.8
Pearl Sinclair,None,None,155,45,Female,White,2.8
Penelope Cum,27,Spain,175,60,None,None,7117637.4
Penelope Piper,36,El Salvador,155,56,None,None,374425.4
Penelope Reed,None,None,157,50,Female,Latin,31.6
Penelope Stone,30,Israel,160,45,None,None,938347.0
Penny Barber,None,None,168,59,Female,White,33.0
Penny Flame,40,United States of America,160,51,None,None,2195546.4
Penny Fox,None,None,157,61,Female,White,8.8
Penny Pax,None,None,152,47,Female,White,40.2
Pepper Foxxx,36,United States of America,152,47,None,None,286749.4
Pepper Hart,None,None,173,54,Female,White,166.4
pepper kester,None,None,None,None,None,None,2119191.8
Pepper Xo,32,United States of America,170,55,None,None,7953661.8
Perla Lopez,None,None,170,64,Female,White,13.4
Persia DeCarlo,38,United States of America,155,42,None,None,741450.0
Persia Monir,65,United States of America,165,59,None,None,3428055.8
Persia Pele,41,Iran,170,55,None,None,971645.0
Persuajon,38,United States of America,163,59,None,None,2414310.8
Peta Jensen,32,United States of America,170,56,None,None,54906056.4
Peter Green,None,None,170,80,Male,Latin,88.4
Peter King,None,None,None,None,Male,None,52.8
Peter North,66,Canada,180,93,None,None,5548152.8
peter oh tool,None,United Kingdom,178,None,None,None,694739.2
Peter Romero,None,None,None,None,Male,None,7.0
Peter Stallion,None,None,180,93,Male,White,5.6
Petite Nymphet,None,None,152,37,Female,White,15.2
petra,48,United States of America,168,None,None,None,600801.6
Petra Blair,None,None,None,None,Female,None,13.2
Pheonix Fellington,None,None,173,75,Male,Black,33.4
Phillyfeetjohn,None,None,178,88,Male,White,47.4
Phoenix Madina,36,England,165,56,None,None,1723311.2
Phoenix Marie,None,None,175,64,Female,White,68.8
Phyllisha Anne,51,United States of America,170,56,None,None,2729008.8
Pierce Paris,None,None,188,88,Male,White,13.6
Pierre DJ,None,None,None,None,None,None,3697809.4
Pierre Fitch,None,None,168,70,Male,White,1.8
PIGBOY,None,None,191,86,Male,White,56.6
pike nelson,52,United States of America,173,70,None,None,1526265.4
pink kandi,None,None,None,None,Female,None,13.2
Pinky,41,United States of America,150,70,None,None,22996316.0
Pinky June,31,Czech Republic,163,49,None,None,5982900.6
Pint Eastwood,40,Germany,170,70,None,None,826389.4
Piper Fawn,39,Czech Republic,170,52,None,None,11716835.0
Piper Perri,29,United States of America,147,37,None,None,91164525.2
Pleasure Bunny,38,United States of America,170,58,None,None,681898.4
Poizon Ivy,None,None,None,None,None,None,1302373.8
Pola Sunshine,32,Russia,157,45,None,None,1137825.8
Polly Pons,None,None,160,47,Female,Asian,85.8
Poppy Morgan,40,England,160,48,None,None,539516.0
Pornfighter Long John,47,Germany,193,92,None,None,685747.4
Porno Dan,None,None,180,83,Male,White,28.8
Porsha Carrera,None,None,165,64,Female,Black,5.0
Presley Dawson,29,United States of America,175,50,None,None,4186916.4
Presley Hart,35,United States of America,157,47,None,None,21638403.0
Presley Maddox,37,United States of America,163,54,None,None,856287.6
Pressley Carter,31,United States of America,157,45,None,None,5021215.2
Pressure,None,None,183,84,Male,Black,34.0
Preston Andrews,32,None,None,None,None,None,168057.6
Preston Parker,43,United States of America,180,None,None,None,96603738.2
Prince Yahshua,None,None,180,91,Male,Black,110.0
Princess Donna,None,None,170,None,Female,White,5.6
Princess Jasmin,None,None,163,51,Female,Middle Eastern,81.8
Princess Kristi,None,None,157,51,Female,White,5.0
prinzzess,38,United States of America,163,52,None,None,6276202.4
Priscilla,40,Ukraine,173,52,None,None,1140195.6
Priscilla Salerno,None,None,170,54,Female,White,92.2
Pristine Edge,36,United States of America,160,47,None,None,43756380.4
Priva,40,Thailand,160,41,None,None,1245608.2
Priya Price,31,United States of America,157,57,None,None,15510156.0
Priya Rai,46,India,160,45,None,None,6913664.4
Promesita,36,Czech Republic,160,49,None,None,858478.6
promise,40,United States of America,160,50,None,None,1342201.6
Proxy Paige,None,None,163,52,Female,White,124.4
Puma Swede,None,None,178,56,Female,White,145.2
Pussy Kat,33,France,165,40,None,None,996097.2
Queen B,None,United States of America,152,73,None,None,2070388.6
Queen Diva,None,None,168,78,Female,Black,5.0
Queen Rogue,None,None,160,68,Female,Latin,155.0
Quentin Gainz,29,United States of America,178,None,None,None,6339410.8
Quinn Waters,None,None,None,None,Female,White,57.2
Quinn Wilde,27,United States of America,160,48,None,None,13183402.0
Quinton James,None,None,188,80,Male,White,67.0
Rachael Cavalli,None,None,175,67,Female,White,65.8
Rachael Madori,None,United States of America,170,61,None,None,2275406.6
Rachel Adjani,32,France,155,43,None,None,2678816.8
rachel aziani,None,United States of America,165,52,None,None,17960.8
Rachel Evans,39,Czech Republic,168,52,None,None,15437344.2
Rachel James,28,United States of America,160,48,None,None,8498442.4
Rachel Love,50,United States of America,157,52,None,None,1089278.8
rachel luv,44,United States of America,170,55,None,None,555146.0
Rachel Milan,37,United States of America,157,45,None,None,158823.4
Rachel Raxxx,26,United States of America,165,64,None,None,2493539.6
Rachel Rose,31,United States of America,165,52,None,None,5245342.2
Rachel Roxxx,40,United States of America,152,46,None,None,17327724.2
rachel solari,37,United States of America,160,59,None,None,189345.6
Rachel Starr,None,None,163,56,Female,White,44.0
Rachele Richey,29,United States of America,157,48,None,None,4840500.6
Rad Matthews,None,None,None,None,None,None,825262.0
Rae Lil Black,None,None,152,44,Female,Asian,114.6
Rafael Alencar,None,None,173,77,Male,Latin,27.4
Rahyndee James,None,None,157,57,Female,White,131.8
Raisa WetsX,None,None,None,None,Female,White,15.2
ralph long,43,United States of America,175,75,None,None,8397760.6
Ramon,58,None,170,61,None,None,12817223.2
Ramon Nomar,None,None,188,107,Male,Latin,128.4
Randi Wright,38,United States of America,160,47,None,None,2819507.0
Randy Moore,40,United States of America,173,54,None,None,2021864.0
Randy Spears,None,United States of America,180,84,None,None,5460198.6
rane revere,39,United States of America,170,58,None,None,1322431.8
Raquel Devine,56,United States of America,168,54,None,None,1180493.0
Raquel Roper,30,United States of America,157,51,None,None,3070497.8
Raquel Sieb,None,None,None,None,None,None,507903.6
Rave Baby,None,None,157,46,Female,White,4.2
Raven,59,United States of America,168,57,None,None,698522.0
Raven Alexis,36,United States of America,160,51,None,None,898470.6
Raven Bay,30,United States of America,155,52,None,None,8133048.4
Raven Black,48,United States of America,165,57,None,None,1361111.0
Raven Grey,None,None,173,61,Female,White,4.2
Raven Hart,46,United States of America,163,58,None,None,4222540.4
Raven Redmond,None,None,165,50,Female,Latin,45.0
Raven Rockette,29,United States of America,168,52,None,None,1918500.2
Ray Black,None,None,None,None,Male,None,63.4
Ray Dalton,56,United States of America,180,86,None,None,1058801.0
Ray Diesel,45,United States of America,188,98,None,None,1789954.8
Raylene,46,United States of America,170,54,None,None,15019879.0
Raylin Ann,26,United States of America,163,53,None,None,3261875.6
Rayveness,None,None,160,52,Female,White,9.8
Reagan Foxx,None,None,175,64,Female,White,51.6
Reagan Lush,None,None,165,54,Female,White,30.6
Rebeca Linares,40,Spain,160,51,None,None,17605172.4
rebecca bardoux,60,United States of America,168,50,None,None,1184042.4
Rebecca Blue,37,United States of America,157,45,None,None,2140907.4
Rebecca Jane Smyth,50,United Kingdom,178,None,None,None,1430831.6
Rebecca Love,None,None,157,59,Female,White,8.6
Rebecca More,None,None,170,60,Female,White,41.0
Rebecca Rainbow,29,Russia,170,61,None,None,2717748.0
rebecca steel,41,United States of America,157,52,None,None,350270.2
Rebecca Vanguard,None,None,178,61,Female,White,34.6
Rebecca Volpetti,None,None,165,65,Female,White,32.8
Rebeka Black,27,Czech Republic,168,53,None,None,2356871.6
Rebel Lynn,27,United States of America,157,45,None,None,37922798.0
Rebel Rhyder,None,None,None,None,Female,None,148.4
Red Fox,None,None,173,50,Female,White,194.2
Red XXX,51,United Kingdom,163,52,None,None,5207556.0
Reena Sky,40,United States of America,157,55,None,None,45938485.6
Reese Rideout,None,None,None,None,Male,White,6.4
Regan Anthony,46,United States of America,152,45,None,None,650360.2
regan reese,None,None,152,50,Female,White,59.8
Regina Ice,39,Romania,170,55,None,None,970069.6
Regina Moon,36,Hungary,178,None,None,None,610174.6
Rei Mizuna,36,Japan,152,45,None,None,2343366.6
Reiinapop,None,None,157,127,Female,White,25.2
Rem Sequence,None,None,173,90,Female,White,64.2
Remi Reagan,None,None,163,45,Female,White,11.8
Remy Lacroix,35,United States of America,157,48,None,None,48644697.2
Renae Cruz,36,United States of America,160,51,None,None,2730070.0
Renata Araujo,None,None,None,None,None,None,268776.4
Renata Black,39,Czech Republic,160,52,None,None,1128722.4
Renata Fox,None,None,157,None,Female,White,67.0
Renato,None,None,178,None,Male,Latin,120.6
Renee LaRue,53,United States of America,170,54,None,None,46706.0
Renee Pornero,44,Austria,160,50,None,None,322531.0
renee richards,39,England,168,None,None,None,96227.0
Renee Roulette,27,United States of America,160,48,None,None,2218270.2
Renna Ryann,None,None,155,50,Female,White,6.0
Reno,49,Czech Republic,185,91,None,None,4883472.2
Reya Sunshine,None,None,163,None,Female,White,3.6
Reyna Mae,None,None,173,113,Female,White,3.8
Rharri Rhound,None,None,163,64,Female,White,122.8
Rhiannon Ryder,None,None,173,49,Female,Other,66.2
Rhylee Richards,43,United States of America,173,55,None,None,1010253.6
Rhyse Richards,51,United States of America,160,50,None,None,682264.0
Ria Sunn,27,Czech Republic,170,55,None,None,5304775.0
Ricco Puentes,None,None,None,None,None,None,1162657.0
Richard Mann,None,None,196,81,Male,Black,34.6
Richelle Ryan,None,None,163,57,Female,White,47.4
Richie Calhoun,45,United States of America,185,73,None,None,3115783.6
Rick Masters,54,United States of America,170,71,None,None,5281211.8
rick savage,73,United States of America,178,72,None,None,205869.8
Ricki White,37,United States of America,163,59,None,None,3452899.2
Ricky Johnson,None,None,185,83,Male,Black,174.6
Ricky Larkin,36,United States of America,183,88,None,None,6882352.2
Ricky Stone,38,Czech Republic,185,79,None,None,51036.6
Rico Strong,39,United States of America,178,93,None,None,114277541.4
Rihanna Samuel,32,Czech Republic,157,50,None,None,6090026.8
rika sakurai,38,Japan,165,None,None,None,591859.4
Rikk York,37,Puerto Rico,183,91,None,None,950781.2
Rikki Six,33,United States of America,170,43,None,None,5502208.2
Rilee Marks,None,None,163,47,Female,White,8.4
Riley Evans,37,United States of America,168,55,None,None,2480630.6
Riley Jenner,None,United States of America,178,59,None,None,4228781.2
riley jensen,33,United States of America,152,44,None,None,3074779.0
Riley Mason,38,United States of America,165,45,None,None,908609.4
Riley Nixon,None,None,165,55,Female,White,98.4
Riley Ray,34,United States of America,175,55,None,None,6660700.6
Riley Reid,None,None,163,49,Female,White,3.6
Riley Reyes,34,United States of America,165,55,None,None,18379518.0
Riley Shy,38,United States of America,165,58,None,None,664240.0
Riley Star,None,None,160,43,Female,White,29.6
Riley Steele,36,United States of America,170,52,None,None,8936037.8
Rilynn Rae,30,United States of America,168,54,None,None,23497637.2
Rina Ellis,None,None,157,49,Female,White,51.2
Rio Lee,43,England,160,52,None,None,3546513.0
Rio Mariah,43,Brazil,163,51,None,None,976283.6
Rion King,None,None,180,68,Male,White,155.8
Rita Daniels,None,None,170,58,Female,White,35.0
Rita Faltoyano,45,Hungary,165,57,None,None,3744725.0
Rita Peach,38,Czech Republic,163,53,None,None,25656901.6
Rita Rush,38,Russia,168,57,None,None,1523895.4
River Fox,24,United States of America,163,59,None,None,4623353.8
Rizzo Ford,None,None,152,52,Female,White,36.2
Rob Diesel,None,None,185,118,Male,White,17.2
Rob Piper,None,None,185,98,Male,Other,129.2
Robbin Banx,43,United States of America,168,55,None,None,1805692.0
Robby Echo,None,None,175,80,Male,White,63.6
Robert Axel,None,None,188,98,None,None,4520321.6
Robert Van Damme,None,None,185,98,Male,White,40.2
Roberta Gemma,None,None,168,55,Female,White,14.4
Robin Coffins,None,None,183,61,Female,White,20.4
Rocco Reed,41,United States of America,188,82,None,None,10996226.0
Rocco Siffredi,59,Italy,191,None,None,None,4451173.8
Rocco Steele,54,United States of America,183,105,None,None,4345588.8
Rock Rockafella,None,None,168,73,None,None,647991.2
Rock The Icon,49,United States of America,178,82,None,None,4692811.2
Rocky Emerson,None,None,191,59,Female,White,153.0
Rod Fontana,71,United States of America,191,100,None,None,2674123.0
Rod Jackson,None,None,None,None,Male,None,19.2
rodney moore,None,None,None,None,None,None,21339058.6
Roman Todd,None,None,185,86,Male,White,75.8
Romana Ryder,None,United Kingdom,157,45,None,None,1263047.2
Rome Major,None,None,None,None,None,None,14024300.6
Romeo Mancini,None,None,185,100,Male,White,53.2
Romeo Price,38,United States of America,183,81,None,None,24061475.8
Romi Rain,None,None,173,55,Female,White,62.0
Romy Indy,None,None,175,59,Female,White,70.6
Ronny Rosetti,None,None,196,37,Male,White,79.4
Rosaline Rosa,31,Czech Republic,163,None,None,None,3156501.6
Rosalyn Sphinx,None,None,160,52,Female,White,41.8
Rose,48,Canada,157,46,None,None,2615483.0
Rose Monroe,None,None,160,73,Female,Latin,55.2
Rose Red,None,United States of America,165,55,None,None,3292491.8
Rose Valerie,38,France,160,50,None,None,1226116.6
Rossella Visconti,None,None,155,46,Female,White,15.4
Rossy Bush,30,Czech Republic,173,53,None,None,3627687.2
Roxanne Hall,47,England,175,59,None,None,2284340.6
Roxanne Rae,30,United States of America,173,52,None,None,4932254.2
Roxetta,41,United States of America,170,57,None,None,1225756.8
roxxxy rush,36,United States of America,175,66,None,None,774245.8
Roxy Dee,33,Russia,168,57,None,None,915782.6
Roxy Deville,41,United States of America,168,55,None,None,382845.2
Roxy Jezel,41,United Kingdom,152,50,None,None,1411634.2
Roxy Lips,None,None,168,None,Female,White,55.8
Roxy Mendez,34,United Kingdom,168,60,None,None,563536.6
Roxy Panther,36,Hungary,165,53,None,None,624161.8
Roxy Raye,34,United States of America,170,58,None,None,3550860.2
Roxy Reynolds,None,None,165,65,Female,Indian,13.0
Roxy Ryder,None,None,None,None,Female,None,19.4
roxy summers,39,United States of America,165,55,None,None,239968.4
Roxy Taggart,36,Slovakia,170,55,None,None,2173751.6
RubberDoll,None,United States of America,170,58,None,None,631821.2
Ruby,51,United States of America,163,53,None,None,290266.0
ruby knox,38,United States of America,163,51,None,None,5900724.8
Ruby Rayes,34,United States of America,152,50,None,None,1973607.4
Ruby Sinclaire,None,None,170,138,Female,White,3.0
Ruby Von Climax,None,None,163,95,Female,Latin,8.4
Rucca Page,39,United States of America,168,63,None,None,528166.0
Ruslan Angelo,None,None,180,None,Male,White,19.0
Ryaan Reynolds,36,United States of America,163,55,None,None,336350.4
Ryan Conner,None,None,173,59,Female,White,22.8
Ryan Driller,41,United States of America,185,91,None,None,65948225.8
Ryan Keely,None,None,175,59,Female,White,21.2
Ryan Mclane,None,None,185,75,Male,White,123.6
Ryan Powers,None,None,None,None,Male,White,6.2
Ryan Rose,38,None,191,None,None,None,4862952.6
Ryan Ryans,None,None,168,55,Female,White,175.4
Ryan Ryder,40,Scotland,178,73,None,None,49732294.2
Ryan Smiles,None,None,168,57,Female,White,53.8
Ryden Armani,None,None,157,47,Female,White,13.2
Ryder Skye,40,United States of America,157,45,None,None,3106095.8
rylie richman,33,United States of America,165,55,None,None,1094224.4
saana,39,Finland,170,None,None,None,306042.0
Sabby,None,None,None,None,None,None,4522552.8
Sabien DeMonia,None,None,168,66,Female,White,4.0
Sabina Rouge,None,None,163,45,Female,White,150.2
Sabrina Banks,28,United States of America,170,52,None,None,9716290.2
Sabrina Deep,None,None,178,69,Female,White,34.8
Sabrina Moore,29,Russia,168,50,None,None,2692632.0
sabrina rose,41,Hungary,170,50,None,None,237784.0
Sabrina Sabrok,None,None,175,57,Female,White,42.8
Sabrina Sweet,37,Hungary,165,49,None,None,1918957.4
Sabrina Violet,None,None,None,None,Female,None,29.0
Sabrine Maui,43,Philippines,155,45,None,None,1098038.0
Sabrisse,34,Czech Republic,165,43,None,None,13928620.0
Sadie Blake,27,United States of America,163,None,None,None,6999700.2
Sadie Holmes,None,None,178,55,Female,White,123.2
Sadie Kennedy,28,United States of America,160,52,None,None,1875064.0
Sadie Pop,27,Ukraine,147,43,None,None,9662311.0
Sadie Santana,32,United States of America,178,59,None,None,1986562.6
Sadie Summers,None,None,157,52,Couple,White,13.8
Sadie West,35,United States of America,157,50,None,None,278632.8
Saffron Bacchus,None,None,163,54,Couple,White,195.8
Sahara Knite,None,None,163,56,Female,Indian,45.4
Sally DAngelo,None,None,155,50,Female,White,164.4
Salma de Nora,None,None,163,53,Female,White,15.2
Sam Bourne,None,None,None,None,Male,None,22.2
Sam Shock,None,None,188,98,Male,White,26.2
Samantha 38g,None,None,165,83,Female,White,6.0
Samantha Bentley,36,United Kingdom,163,50,None,None,9385485.6
Samantha Grace,39,United States of America,170,66,None,None,228883.0
Samantha Hayes,None,None,165,52,Female,White,14.0
Samantha Jolie,37,Czech Republic,173,56,None,None,4665457.0
Samantha Kiss,None,None,None,None,Female,White,3.6
Samantha Nixon,29,United States of America,168,53,None,None,1450612.6
Samantha Rone,None,None,170,59,Female,White,15.4
Samantha Ryan,45,United States of America,170,55,None,None,5002287.2
Samantha Saint,36,United States of America,173,55,None,None,24258489.2
Samantha Sin,38,United States of America,163,50,None,None,1095809.8
Samantha Sterlyng,45,United States of America,163,50,None,None,408737.0
Sami Parker,None,None,165,51,Female,Asian,65.8
Sami St Clair,None,United States of America,173,52,None,None,1467573.0
Samia Duarte,36,Spain,175,53,None,None,3527215.6
Sammie Daniels,30,United States of America,150,36,None,None,6963621.2
Sammie Rhodes,40,United States of America,163,50,None,None,5616652.8
Sammie Six,None,None,168,55,Female,White,7.0
sammie spades,36,United States of America,150,48,None,None,1869318.2
sammy cruz,37,United States of America,160,52,None,None,234746.6
Sammy Jayne,48,United Kingdom,None,None,None,None,801769.2
sana fey,50,United States of America,170,57,None,None,95074.8
Sandee Westgate,None,None,168,49,Female,White,15.4
Sandie Caine,45,United Kingdom,165,51,None,None,812181.2
sandra,37,Slovakia,165,None,None,None,473478.8
sandra black,36,Hungary,None,None,None,None,145202.2
sandra demarco,41,Czech Republic,175,60,None,None,195607.6
Sandra G,None,None,165,None,Female,White,169.8
Sandra Luberc,31,Russia,157,44,None,None,5008193.8
Sandra Romain,45,Romania,160,56,None,None,8475921.8
Sandra Sanchez,42,Czech Republic,175,53,None,None,629598.4
sandra shine,42,Hungary,175,57,None,None,3414549.2
Sandra Wellness,None,None,None,None,None,None,475919.0
Sandy,None,None,168,52,Female,White,178.6
Sandy Lopez,None,None,None,None,None,None,355658.2
Santino Lee,58,None,185,105,None,None,3871219.0
Saphire Rae,44,United States of America,163,51,None,None,377441.0
Sapphire,44,United States of America,160,75,None,None,1657040.8
Sapphire Blue,33,United Kingdom,173,61,None,None,1360463.2
Sara Bell,24,Italy,168,48,None,None,5322573.4
Sara Jay,None,None,163,64,Female,White,78.8
Sara Luvv,None,None,152,43,Female,Latin,47.0
sara monroe,None,United States of America,163,48,None,None,1098380.0
Sara St Clair,None,None,150,43,Female,White,14.6
Sara Stone,40,United States of America,163,52,None,None,4249112.0
Sarah Banks,None,None,152,54,Female,Black,47.8
Sarah Blake,43,United States of America,160,48,None,None,624671.4
Sarah Blue,40,Czech Republic,165,54,None,None,301426.0
Sarah Diavola,None,None,157,None,Female,White,6.2
Sarah James,39,Hungary,168,57,None,None,446329.2
Sarah Jessie,None,None,170,50,Female,White,131.4
Sarah Kay,29,Czech Republic,168,50,None,None,11931362.8
Sarah Lace,None,None,155,55,Female,Latin,10.6
Sarah Lollypop,30,Czech Republic,165,52,None,None,2882599.2
sarah shevon,None,None,173,66,Female,White,61.2
Sarah Twain,42,Czech Republic,178,54,None,None,1230564.6
Sarah Vandella,40,United States of America,160,56,None,None,41310370.4
Sarah Vickers,36,Canada,170,58,None,None,692789.8
Sarah Young,52,England,160,50,None,None,6856916.6
Sarai Minx,None,None,160,55,Female,Black,78.6
Sarina Valentina,None,None,168,57,Trans Woman,White,56.6
Sascha Ink,None,None,180,86,Male,White,103.4
Sasha,None,None,None,None,None,None,119919.6
Sasha de Sade,None,None,180,66,Trans Woman,White,56.6
Sasha Foxxx,None,None,152,49,Female,White,40.2
Sasha Grey,35,United States of America,168,50,None,None,17461006.6
Sasha Heart,35,United States of America,165,45,None,None,5224011.8
Sasha Juggs,33,United States of America,168,95,None,None,861365.4
Sasha Knox,39,United States of America,157,50,None,None,1759638.4
Sasha Rose,None,None,160,43,Female,White,47.6
Sasha Syren,None,None,168,123,Female,White,75.4
Sasha Xiphias,None,None,173,62,Female,White,27.2
Sasha Zima,None,None,155,49,Female,White,37.8
SashaSparrow,None,None,168,52,Female,White,62.8
Satin Bloom,40,Czech Republic,168,52,None,None,1985964.4
Satine Phoenix,43,Philippines,173,59,None,None,349081.8
Satine Spark,None,None,165,None,Female,White,21.4
Sativa Rose,39,Mexico,152,45,None,None,5572745.6
Satomi Suzuki,37,Japan,147,47,None,None,2549440.4
Savana Styles,41,Canada,175,66,None,None,10489113.6
Savannah Bond,None,None,163,59,Female,White,77.0
Savannah Camgirl,None,None,160,44,Female,White,76.2
Savannah Fox,None,None,160,52,Female,White,14.2
Savannah Gold,39,United Kingdom,157,53,None,None,4078176.8
Savannah Sixx,None,None,165,50,Female,Latin,41.0
Saya Karim,None,None,168,None,Female,Latin,131.0
Saya Song,None,None,157,44,Female,Asian,118.8
Scarlet LaVey,31,United States of America,175,73,None,None,2782206.0
Scarlet Red,31,United States of America,170,58,None,None,18899545.4
Scarlet Vixen,None,None,155,None,Female,White,2.4
Scarlett Bloom,None,None,175,54,Female,Black,9.0
Scarlett Fall,25,United States of America,157,55,None,None,3234878.0
Scarlett Fay,38,United States of America,165,52,None,None,310184.4
Scarlett Fever,None,United States of America,180,55,None,None,1176806.0
Scarlett Mae,None,United States of America,178,66,None,None,14311660.4
scarlett pain,42,United States of America,157,49,None,None,1377798.2
Scarlett Sage,None,None,160,45,Female,White,23.6
Scarlit Scandal,None,None,155,45,Female,Latin,95.2
Schnuggie91 ,None,None,163,51,Female,White,41.8
Scott Demarco,None,None,178,70,Male,White,17.2
Scott Lyons,49,United States of America,173,None,None,None,5505360.0
Scott Nails,41,United States of America,183,77,None,None,43866219.4
Scotty P,None,None,185,76,Male,Black,141.8
Scyley Jam,None,None,None,None,None,None,685968.0
Sea J Raw,37,United States of America,178,52,None,None,599798.8
Sean Duran,35,United States of America,178,80,None,None,4853279.4
Sean Harding,None,None,None,None,Male,None,18.4
Sean Lawless,None,None,188,95,Male,White,2.4
Sean Maygers ,36,United States of America,178,68,None,None,2979219.0
Sean Michaels,65,United States of America,191,98,None,None,37270918.8
Sean Taylor,None,None,165,58,Male,White,0.6
Sean Zevran,35,United States of America,173,75,None,None,4963233.8
SeAnna Gene,None,None,183,None,Trans Woman,White,45.4
Sebastian Kane,None,None,None,None,None,None,155292.2
Sebastian Kross,31,United States of America,165,68,None,None,3151915.8
seka,69,United States of America,178,54,None,None,1082045.4
Seka Black,None,None,173,64,Female,White,36.6
Selah Rain,None,None,173,70,Female,White,56.2
Selena Adams,None,None,163,73,Female,Latin,3.6
Selena Rose,33,United States of America,165,51,None,None,9996957.6
Selena Santana,33,United States of America,165,51,None,None,814339.8
Selena Silver,44,Australia,168,56,None,None,227618.2
Selma Sins,33,United States of America,150,46,None,None,1384327.8
Selvaggia Babe,28,Russia,165,55,None,None,2576087.8
Sensi,None,None,183,80,Male,Black,25.0
Sensual Jane,40,Romania,168,58,None,None,13369901.2
September Reign,None,None,160,52,Female,White,114.2
Serena Ali,32,United States of America,178,70,None,None,2485843.2
Serena Blair,35,United States of America,152,45,None,None,11709327.4
Serena Marcus,40,United States of America,160,52,None,None,191775.8
Serena Santos,None,None,157,54,Female,Latin,182.8
Serene Siren,None,None,165,50,Female,White,178.6
Sergeant Miles,None,None,168,84,Male,Indian,9.6
Sergio,53,Brazil,178,75,None,None,11900927.2
Serpente Edita,28,Russia,173,53,None,None,5335356.2
seth dickens,46,United States of America,188,91,None,None,5443983.0
Seth Gamble,None,None,180,73,Male,White,158.2
Seth Santoro,None,None,180,83,Male,Latin,17.0
Sevyan Harden,None,None,None,None,Male,Black,43.2
Sexfeene,None,None,None,None,Female,None,2.6
Sexy Dea,None,None,160,55,Male,Other,29.2
Sexy Spunky Girl,None,None,168,61,Female,White,60.6
Sexy Susi,51,Poland,160,55,None,None,6326803.8
Sexy Vanessa,None,None,160,54,Female,Latin,31.6
Shae Celestine,26,United States of America,160,48,None,None,1763918.4
Shae Summers,29,United States of America,157,45,None,None,5218964.6
Shakila Asti,26,Russia,168,None,None,None,789087.6
Shakira Maya,None,Brazil,170,60,None,None,536503.4
Shalina Devine,34,Romania,163,47,None,None,16381505.2
Shanda Fay,44,Canada,170,55,None,None,8348395.8
Shane Blair,27,United States of America,170,None,None,None,6729280.0
Shane Diesel,60,United States of America,178,97,None,None,51466696.4
Shane Dos Santos,30,United States of America,163,57,None,None,1251187.6
Shane Frost,None,None,173,75,Male,White,7.6
Shanna McCullough,63,United States of America,168,55,None,None,352202.4
shannon kelly,43,United States of America,147,41,None,None,1075736.2
Shannya Tweeks,43,France,163,59,None,None,632026.2
Shara Jones,None,None,157,51,Female,White,64.8
Sharka Blue,42,Czech Republic,157,48,None,None,4411475.0
Sharon Kane,67,United States of America,168,58,None,None,462493.4
Sharon Lee,35,France,170,55,None,None,18262322.2
Sharon Pink,49,Czech Republic,170,54,None,None,1721539.0
Sharon Wild,44,Czech Republic,170,55,None,None,6251073.8
Shaundam,None,None,188,82,Male,Black,13.8
Shavelle Love,32,United States of America,168,55,None,None,1175996.4
shawnie,41,United States of America,155,48,None,None,70116.6
Shay Fox,54,United States of America,163,60,None,None,8648829.6
Shay Golden,32,United States of America,170,54,None,None,2148560.0
Shay Michaels,43,United States of America,173,88,None,None,636482.0
Shay Sights,None,None,173,55,Female,White,45.6
shay sweet,45,United States of America,160,50,None,None,179795.8
Shayla Laveaux,54,United States of America,157,50,None,None,1793655.6
Shayna Knight,39,Germany,165,56,None,None,226724.6
Sheena Rose,None,None,163,48,Female,White,21.4
Sheena Ryder,39,Puerto Rico,160,59,None,None,40475631.6
Sheena Shaw,None,None,152,51,Female,White,6.0
Sheila Marie,None,None,168,59,Female,White,28.4
Sheila Ortega,None,None,165,58,Female,Latin,179.4
Shelbee Myne,49,United States of America,160,51,None,None,154688.6
Shelby Paris,None,None,163,66,Female,White,21.4
ShemaleAllison,None,None,185,84,Trans Woman,White,8.8
Sheri Vi,27,Russia,163,55,None,None,30630800.4
Sheridan Love,None,None,150,58,Female,White,121.0
Sherry Stunns,None,None,175,68,Female,White,6.6
Shiri Allwood,None,None,173,66,Trans Woman,White,135.0
Shona River,None,None,173,52,Female,White,7.2
Shorty Mac,None,United States of America,163,None,None,None,20291204.6
